raw_problem_id,source_doc_title,paper,question_number,source_pdf_page_number,answer_format,has_visual_context,topic_id,skill_id,archetype_id,difficulty_estimate,requires_visual_component,visual_component_type,needs_archetype_review
epp_grammar_pack2_paper6_q14,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,14,22,free_response,False,probability_sets_logic,sets_venn_overlap,common_factors_sets,2,False,,no
epp_grammar_pack2_paper6_q15,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,15,22,free_response,False,number_place_value,np_rounding,round_to_nearest_multiple,2,False,,no
epp_grammar_pack2_paper6_q16,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,16,23,multiple_choice,False,data_statistics,stat_mean,mean_transform,2,False,,no
epp_grammar_pack2_paper6_q17,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,17,23,free_response,True,measurement_units,meas_calendar_timetable_timezone,calendar_weekday_offset,2,False,,no
epp_grammar_pack2_paper6_q18,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,18,23,free_response,False,decimals,dec_add_subtract,decimal_add_subtract_context,2,False,,no
epp_grammar_pack2_paper6_q19,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,19,24,free_response,True,data_statistics,stat_mean,mean_find_missing,3,False,,no
epp_grammar_pack2_paper6_q20,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,20,24,free_response,False,decimals,dec_add_subtract,decimal_add_subtract_context,2,False,,no
epp_grammar_pack2_paper6_q21,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,21,24,multiple_choice,True,fractions,frac_unit_fractions,fraction_as_share,2,False,,no
epp_grammar_pack2_paper6_q22,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,22,24,multiple_choice,False,decimals,dec_fraction_percent_conversion,fraction_percent_decimal_equivalence,3,False,,no
epp_grammar_pack2_paper6_q23,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,23,25,free_response,False,fractions,frac_of_amount,fraction_of_amount_simple,2,False,,no
epp_grammar_pack2_paper6_q24,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,24,25,multiple_choice,False,measurement_units,meas_capacity_rate,drain_fill_rate_time,3,False,,no
epp_grammar_pack2_paper6_q25,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,25,25,multiple_choice,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack2_paper6_q26,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,26,25,multiple_choice,False,factors_multiples_powers,nm_multiples_in_range,multiples_in_range,2,False,,no
epp_grammar_pack2_paper6_q27,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,27,26,multiple_choice,True,fractions,frac_unit_fractions,fraction_as_share,2,False,,no
epp_grammar_pack2_paper6_q28,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,28,26,multiple_choice,True,geometry,geom_angle_facts,triangle_angle_sum,2,True,triangle_angle_diagram,no
epp_grammar_pack2_paper6_q29,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,29,26,multiple_choice,True,geometry,geom_angle_facts,angles_on_line_around_point,2,True,angle_diagram,no
epp_grammar_pack2_paper6_q30,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,30,27,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,yes
epp_grammar_pack2_paper6_q31,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,31,27,multiple_choice,True,data_statistics,data_tables,table_lookup_difference,2,True,table,no
epp_grammar_pack2_paper6_q32,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,32,27,multiple_choice,False,algebra,alg_expressions_from_words,expression_from_repeated_group,2,False,,no
epp_grammar_pack2_paper6_q33,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,33,27,free_response,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper6_q34,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,34,28,multiple_choice,True,geometry,geom_shape_names,shape_name_2d_3d,1,True,shape_diagram,no
epp_grammar_pack2_paper6_q35,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,35,28,multiple_choice,True,data_statistics,stat_median_mode_range,range_measurements,2,False,,no
epp_grammar_pack2_paper6_q36,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,36,29,multiple_choice,False,measurement_units,meas_time_duration,time_duration_start_end,2,False,,no
epp_grammar_pack2_paper6_q37,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,37,29,free_response,True,geometry,geom_coordinate_transformations,coordinate_reflection,2,True,coordinate_grid,no
epp_grammar_pack2_paper6_q38,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,38,29,multiple_choice,False,algebra,alg_substitution,substitute_expression_values,2,False,,no
epp_grammar_pack2_paper6_q39,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,39,30,multiple_choice,True,geometry,geom_shape_names,shape_name_2d_3d,1,True,shape_diagram,no
epp_grammar_pack2_paper6_q40,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,40,30,multiple_choice,True,data_statistics,data_bar_charts,bar_chart_difference_total,2,True,bar_chart,no
epp_grammar_pack2_paper6_q41,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,41,30,free_response,False,ratio_proportion_rates,prop_speed_distance_time,speed_distance_time,3,False,,no
epp_grammar_pack2_paper6_q42,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,42,30,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper6_q43,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,43,31,free_response,True,geometry,geom_angle_facts,angles_on_line_around_point,2,True,angle_diagram,no
epp_grammar_pack2_paper6_q44,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,44,31,multiple_choice,False,measurement_units,meas_time_duration,time_duration_start_end,2,False,,no
epp_grammar_pack2_paper6_q45,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,45,31,multiple_choice,True,geometry,geom_shape_names,shape_name_2d_3d,1,True,shape_diagram,no
epp_grammar_pack2_paper6_q46,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,46,31,multiple_choice,False,measurement_units,meas_unit_conversion,metric_conversion_length_capacity_mass,2,False,,no
epp_grammar_pack2_paper6_q47,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,47,32,multiple_choice,False,data_statistics,stat_mean,mean_find_missing,3,False,,no
epp_grammar_pack2_paper6_q48,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,48,32,free_response,False,geometry,geom_circle_measure,circle_circumference_area_context,3,True,circle_diagram,no
epp_grammar_pack2_paper6_q49,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,49,32,free_response,True,geometry,geom_coordinates_missing_vertex,coordinates_missing_rectangle,3,True,coordinate_grid,no
epp_grammar_pack2_paper6_q50,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,50,33,multiple_choice,True,data_statistics,stat_median_mode_range,mode_list,1,False,,no
epp_grammar_pack2_paper7_q01,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,1,35,multiple_choice,False,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
epp_grammar_pack2_paper7_q02,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,2,35,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper7_q03,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,3,35,multiple_choice,False,number_place_value,np_compare_order_numbers,numeric_comparison_closest,2,False,,no
epp_grammar_pack2_paper7_q04,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,4,36,multiple_choice,True,measurement_units,meas_money_coins,coins_value_count,2,False,,no
epp_grammar_pack2_paper7_q05,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,5,36,free_response,True,measurement_units,meas_unit_selection,plausible_measure_unit,1,False,,no
epp_grammar_pack2_paper7_q06,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,6,36,free_response,True,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack2_paper7_q07,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,7,37,free_response,False,number_place_value,np_number_line,number_midpoint_between_values,2,False,,no
epp_grammar_pack2_paper7_q08,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,8,37,free_response,False,data_statistics,stat_mean,mean_find_missing,3,False,,no
epp_grammar_pack2_paper7_q09,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,9,37,multiple_choice,False,measurement_units,meas_calendar_timetable_timezone,calendar_weekday_offset,2,False,,no
epp_grammar_pack2_paper7_q10,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,10,37,free_response,True,geometry,geom_area_basic,area_from_area_and_dimension,3,False,,no
epp_grammar_pack2_paper7_q11,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,11,38,free_response,True,geometry,geom_shape_names,shape_name_2d_3d,1,True,shape_diagram,no
epp_grammar_pack2_paper7_q12,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,12,38,multiple_choice,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack2_paper7_q13,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,13,38,free_response,False,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
epp_grammar_pack2_paper7_q14,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,14,39,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper7_q15,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,15,39,multiple_choice,False,measurement_units,meas_time_duration,time_duration_start_end,2,False,,no
epp_grammar_pack2_paper7_q16,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,16,39,free_response,True,geometry,geom_area_composite_visual,composite_area_visual,3,True,composite_area,no
epp_grammar_pack2_paper7_q17,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,17,39,multiple_choice,False,arithmetic,ar_divide_remainders,division_remainder,2,False,,no
epp_grammar_pack2_paper7_q18,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,18,40,multiple_choice,False,factors_multiples_powers,nm_multiples_in_range,multiples_in_range,2,False,,no
epp_grammar_pack2_paper7_q19,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,19,40,multiple_choice,False,decimals,dec_add_subtract,decimal_add_subtract_context,2,False,,no
epp_grammar_pack2_paper7_q20,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,20,40,free_response,True,geometry,geom_line_symmetry_shapes,line_symmetry_shapes,2,True,shape_symmetry,no
epp_grammar_pack2_paper7_q21,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,21,40,free_response,False,number_place_value,np_rounding,round_to_nearest_multiple,2,False,,no
epp_grammar_pack2_paper7_q22,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,22,41,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,yes
epp_grammar_pack2_paper7_q23,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,23,41,free_response,True,geometry,geom_area_basic,area_rectangle_triangle_parallelogram,2,True,area_shape_optional,no
epp_grammar_pack2_paper7_q24,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,24,41,multiple_choice,True,geometry,geom_special_triangle_angles,isosceles_equilateral_angles,2,True,triangle_angle_diagram,no
epp_grammar_pack2_paper7_q25,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,25,42,multiple_choice,True,geometry,geom_angle_facts,angles_on_line_around_point,2,True,angle_diagram,no
epp_grammar_pack2_paper7_q26,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,26,42,free_response,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack2_paper7_q27,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,27,42,multiple_choice,False,percentages,pct_discount_sale_price,percentage_discount_final_price,2,False,,no
epp_grammar_pack2_paper7_q28,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,28,43,free_response,True,data_statistics,stat_median_mode_range,median_list,2,False,,no
epp_grammar_pack2_paper7_q29,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,29,43,multiple_choice,True,arithmetic,ar_divide_remainders,division_remainder,2,False,,no
epp_grammar_pack2_paper7_q30,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,30,44,free_response,False,mixed_problem_solving,mixed_multistep,capacity_people_containers,2,False,,no
epp_grammar_pack2_paper7_q31,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,31,44,multiple_choice,True,data_statistics,stat_median_mode_range,mode_list,1,False,,no
epp_grammar_pack2_paper7_q32,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,32,44,multiple_choice,False,algebra,alg_substitution,substitute_expression_values,2,False,,no
epp_grammar_pack2_paper7_q33,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,33,44,multiple_choice,False,factors_multiples_powers,nm_prime_numbers,prime_numbers_properties,2,False,,no
epp_grammar_pack2_paper7_q34,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,34,45,multiple_choice,False,measurement_units,meas_time_duration,time_duration_start_end,2,False,,no
epp_grammar_pack2_paper7_q35,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,35,45,multiple_choice,True,geometry,geom_shape_names,shape_name_2d_3d,1,True,shape_diagram,no
epp_grammar_pack2_paper7_q36,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,36,45,multiple_choice,False,data_statistics,stat_mean,mean_find_missing,3,False,,no
epp_grammar_pack2_paper7_q37,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,37,45,multiple_choice,False,fractions,frac_unit_fractions,fraction_as_share,2,False,,no
epp_grammar_pack2_paper7_q38,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,38,45,multiple_choice,True,geometry,geom_rotational_symmetry,rotational_symmetry_shapes,2,True,shape_options,no
epp_grammar_pack2_paper7_q39,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,39,46,multiple_choice,True,geometry,geom_coordinates_read_plot,coordinates_inside_shape,2,True,coordinate_grid_optional,no
epp_grammar_pack2_paper7_q40,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,40,46,free_response,False,geometry,geom_circle_measure,circle_circumference_area_context,3,True,circle_diagram,no
epp_grammar_pack2_paper7_q41,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,41,46,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper7_q42,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,42,46,free_response,True,geometry,geom_perimeter_composite,perimeter_grid_composite,3,True,perimeter_shape,no
epp_grammar_pack2_paper7_q43,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,43,47,multiple_choice,True,geometry,geom_angle_facts,angles_on_line_around_point,2,True,angle_diagram,no
epp_grammar_pack2_paper7_q44,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,44,47,multiple_choice,True,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
epp_grammar_pack2_paper7_q45,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,45,48,multiple_choice,True,geometry,geom_angle_facts,angles_on_line_around_point,2,True,angle_diagram,no
epp_grammar_pack2_paper7_q46,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,46,48,free_response,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper7_q47,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,47,48,multiple_choice,False,ratio_proportion_rates,ratio_share,share_total_in_ratio,2,False,,no
epp_grammar_pack2_paper7_q48,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,48,48,free_response,True,data_statistics,data_bar_charts,bar_chart_difference_total,2,True,bar_chart,no
epp_grammar_pack2_paper7_q49,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,49,49,free_response,False,geometry,geom_circle_measure,circle_circumference_area_context,3,True,circle_diagram,no
epp_grammar_pack2_paper7_q50,"11+ Mathematics, Grammar Schools, Pack 2",Paper 7,50,49,free_response,True,geometry,geom_angle_facts,triangle_angle_sum,2,True,triangle_angle_diagram,no
epp_grammar_pack2_paper8_q01,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,1,51,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper8_q02,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,2,51,multiple_choice,False,algebra,alg_substitution,substitute_expression_values,2,False,,no
epp_grammar_pack2_paper8_q03,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,3,51,free_response,True,measurement_units,meas_time_duration,time_duration_start_end,2,False,,no
epp_grammar_pack2_paper8_q04,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,4,51,multiple_choice,False,factors_multiples_powers,nm_factors_multiples_basic,factor_multiple_basic,2,False,,no
epp_grammar_pack2_paper8_q05,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,5,52,multiple_choice,True,geometry,geom_line_symmetry_shapes,line_symmetry_shapes,2,True,shape_symmetry,no
epp_grammar_pack2_paper8_q06,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,6,52,multiple_choice,False,measurement_units,meas_calendar_timetable_timezone,calendar_weekday_offset,2,False,,no
epp_grammar_pack2_paper8_q07,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,7,52,multiple_choice,False,mixed_problem_solving,mixed_constraints,balanced_percentage_completion,4,False,,no
epp_grammar_pack2_paper8_q08,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,8,52,multiple_choice,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack2_paper8_q09,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,9,53,multiple_choice,False,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
epp_grammar_pack2_paper8_q10,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,10,53,free_response,False,ratio_proportion_rates,prop_inverse_workers,resource_consumption_inverse,3,False,,no
epp_grammar_pack2_paper8_q11,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,11,53,multiple_choice,False,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
epp_grammar_pack2_paper8_q12,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,12,53,free_response,True,geometry,geom_angle_facts,triangle_angle_sum,2,True,triangle_angle_diagram,no
epp_grammar_pack2_paper8_q13,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,13,54,free_response,False,algebra,alg_substitution,substitute_expression_values,2,False,,no
epp_grammar_pack2_paper8_q14,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,14,54,free_response,False,fractions,frac_of_amount,fraction_of_amount_simple,2,False,,no
epp_grammar_pack2_paper8_q15,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,15,54,multiple_choice,False,arithmetic,ar_divide_remainders,division_remainder,2,False,,no
epp_grammar_pack2_paper8_q16,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,16,54,free_response,True,geometry,geom_surface_area,surface_area_cuboid_prism,3,True,3d_shape,no
epp_grammar_pack2_paper8_q17,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,17,55,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper8_q18,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,18,55,free_response,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack2_paper8_q19,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,19,55,free_response,False,factors_multiples_powers,nm_integer_combinations,coin_token_combinations,3,False,,no
epp_grammar_pack2_paper8_q20,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,20,55,multiple_choice,False,probability_sets_logic,prob_basic,probability_simple_count,1,False,,no
epp_grammar_pack2_paper8_q21,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,21,56,free_response,True,ratio_proportion_rates,prop_scale_maps,map_scale_real_distance,3,True,scale_diagram_optional,no
epp_grammar_pack2_paper8_q22,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,22,56,multiple_choice,False,measurement_units,meas_distance_networks,distance_network_table,3,True,network_diagram,no
epp_grammar_pack2_paper8_q23,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,23,56,multiple_choice,False,measurement_units,meas_distance_networks,distance_network_table,3,True,network_diagram,no
epp_grammar_pack2_paper8_q24,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,24,57,multiple_choice,False,fractions,frac_unit_fractions,fraction_as_share,2,False,,no
epp_grammar_pack2_paper8_q25,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,25,57,multiple_choice,True,geometry,geom_3d_spatial_reasoning,spatial_equal_distance_3d,4,True,3d_shape,no
epp_grammar_pack2_paper8_q26,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,26,57,multiple_choice,False,number_place_value,np_compare_order_numbers,numeric_comparison_closest,2,False,,no
epp_grammar_pack2_paper8_q27,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,27,58,multiple_choice,False,fractions,frac_operations,combine_fractional_parts,4,False,,no
epp_grammar_pack2_paper8_q28,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,28,58,free_response,False,measurement_units,meas_capacity,capacity_remaining_after_pouring,2,False,,no
epp_grammar_pack2_paper8_q29,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,29,58,multiple_choice,False,arithmetic,ar_multiplication_context,multiplication_integer_context,2,False,,no
epp_grammar_pack2_paper8_q30,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,30,58,free_response,False,data_statistics,stat_median_mode_range,range_measurements,2,False,,no
epp_grammar_pack2_paper8_q31,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,31,59,free_response,True,geometry,geom_volume,volume_cube_cuboid,2,True,3d_shape_optional,no
epp_grammar_pack2_paper8_q32,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,32,59,multiple_choice,True,geometry,geom_shape_names,shape_name_2d_3d,1,True,shape_diagram,no
epp_grammar_pack2_paper8_q33,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,33,59,multiple_choice,True,geometry,geom_3d_shape_properties,shape_edges_faces_vertices,2,True,3d_shape,no
epp_grammar_pack2_paper8_q34,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,34,60,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper8_q35,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,35,60,free_response,False,data_statistics,stat_median_mode_range,median_list,2,False,,no
epp_grammar_pack2_paper8_q36,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,36,60,multiple_choice,False,arithmetic,ar_add_subtract_word,addition_subtraction_word_total_difference,1,False,,no
epp_grammar_pack2_paper8_q37,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,37,60,free_response,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack2_paper8_q38,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,38,61,free_response,True,geometry,geom_circle_measure,circle_circumference_area_context,3,True,circle_diagram,no
epp_grammar_pack2_paper8_q39,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,39,61,free_response,False,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
epp_grammar_pack2_paper8_q40,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,40,62,free_response,True,geometry,geom_nets,net_to_open_box_volume,4,True,net_diagram,no
epp_grammar_pack2_paper8_q41,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,41,62,multiple_choice,True,geometry,geom_special_triangle_angles,isosceles_equilateral_angles,2,True,triangle_angle_diagram,no
epp_grammar_pack2_paper8_q42,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,42,63,free_response,False,arithmetic,ar_divide_round_up,division_groups_round_up,2,False,,no
epp_grammar_pack2_paper8_q43,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,43,63,free_response,True,ratio_proportion_rates,prop_scale_maps,map_scale_real_distance,3,True,scale_diagram_optional,no
epp_grammar_pack2_paper8_q44,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,44,63,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper8_q45,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,45,64,multiple_choice,False,measurement_units,meas_time_duration,time_duration_start_end,2,False,,no
epp_grammar_pack2_paper8_q46,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,46,64,multiple_choice,False,algebra,alg_equivalent_forms,algebra_equivalent_rearrangement,3,False,,no
epp_grammar_pack2_paper8_q47,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,47,64,multiple_choice,True,geometry,geom_perimeter_composite,perimeter_grid_composite,3,True,perimeter_shape,no
epp_grammar_pack2_paper8_q48,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,48,65,free_response,True,fractions,frac_of_amount,fraction_of_amount_simple,2,False,,no
epp_grammar_pack2_paper8_q49,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,49,65,free_response,True,data_statistics,data_bar_charts,bar_chart_difference_total,2,True,bar_chart,no
epp_grammar_pack2_paper8_q50,"11+ Mathematics, Grammar Schools, Pack 2",Paper 8,50,65,free_response,False,data_statistics,stat_mean,mean_find_missing,3,False,,no
epp_grammar_pack3_paper10_q01,"11+ Mathematics, Grammar Schools, Pack 3",Paper 10,1,23,multiple_choice,False,number_place_value,np_words_to_digits,number_words_to_digits_large,1,False,,no
epp_grammar_pack3_paper10_q02,"11+ Mathematics, Grammar Schools, Pack 3",Paper 10,2,23,multiple_choice,True,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
epp_grammar_pack3_paper10_q03,"11+ Mathematics, Grammar Schools, Pack 3",Paper 10,3,23,multiple_choice,False,number_place_value,np_digit_rearrangement,digit_rearrange_extreme,2,False,,no
epp_grammar_pack3_paper10_q04,"11+ Mathematics, Grammar Schools, Pack 3",Paper 10,4,24,multiple_choice,False,measurement_units,meas_money_coins,coins_value_count,2,False,,no
epp_grammar_pack3_paper10_q05,"11+ Mathematics, Grammar Schools, Pack 3",Paper 10,5,24,multiple_choice,True,measurement_units,meas_calendar_timetable_timezone,timetable_duration,2,True,timetable,no
epp_grammar_pack3_paper10_q06,"11+ Mathematics, Grammar Schools, Pack 3",Paper 10,6,24,multiple_choice,True,fractions,frac_shaded_visual,shaded_fraction_shape,2,True,shaded_shape,no
epp_grammar_pack3_paper10_q07,"11+ Mathematics, Grammar Schools, Pack 3",Paper 10,7,25,multiple_choice,True,geometry,geom_coordinates_missing_vertex,coordinates_missing_rectangle,3,True,coordinate_grid,no
epp_grammar_pack3_paper10_q08,"11+ Mathematics, Grammar Schools, Pack 3",Paper 10,8,25,multiple_choice,True,geometry,geom_special_triangle_angles,isosceles_equilateral_angles,2,True,triangle_angle_diagram,no
epp_grammar_pack3_paper10_q09,"11+ Mathematics, Grammar Schools, Pack 3",Paper 10,9,26,multiple_choice,False,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
